2026-07-24 17:34:18,437 | INFO | Dataset validation successful.
2026-07-24 22:00:27,882 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,882 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,882 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,883 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,883 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,883 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,883 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,883 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,884 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,884 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,884 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,884 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,884 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,885 | INFO | DataFrame tokenization completed.
2026-07-24 22:00:27,922 | INFO | Keyword extraction completed.
2026-07-24 22:00:27,941 | INFO | News classification model trained successfully.
2026-07-24 22:00:27,960 | INFO | Sentiment analysis completed.
2026-07-24 22:00:34,341 | INFO | Category chart generated.
2026-07-24 22:00:34,428 | INFO | Sentiment chart generated.
2026-07-24 22:57:40,121 | INFO | Dataset validation successful.
2026-07-24 22:57:40,122 | INFO | CSV file loaded successfully.
2026-07-24 22:57:49,595 | INFO | Category chart generated.
2026-07-24 22:57:49,595 | ERROR | Sentiment column not found.
2026-07-24 22:57:53,335 | INFO | Category chart generated.
2026-07-24 22:57:53,336 | ERROR | Sentiment column not found.
2026-07-24 22:58:00,257 | INFO | Category chart generated.
2026-07-24 22:58:00,257 | ERROR | Sentiment column not found.
2026-07-24 22:59:31,636 | INFO | Dataset validation successful.
2026-07-24 22:59:31,636 | INFO | CSV file loaded successfully.
2026-07-24 23:00:51,193 | INFO | Category chart generated.
2026-07-24 23:00:51,194 | ERROR | Sentiment column not found.
2026-07-24 23:00:58,781 | INFO | Category chart generated.
2026-07-24 23:00:58,782 | ERROR | Sentiment column not found.
2026-07-24 23:18:39,294 | INFO | Dataset validation successful.
2026-07-24 23:18:39,295 | INFO | CSV file loaded successfully.
2026-07-24 23:18:48,890 | INFO | Category chart generated.
2026-07-24 23:18:48,890 | ERROR | Sentiment column not found.
2026-07-24 23:18:52,709 | INFO | Category chart generated.
2026-07-24 23:18:52,710 | ERROR | Sentiment column not found.
2026-07-24 23:18:54,818 | INFO | Category chart generated.
2026-07-24 23:18:54,819 | ERROR | Sentiment column not found.
2026-07-24 23:19:00,993 | INFO | Dataset validation successful.
2026-07-24 23:19:00,994 | INFO | CSV file loaded successfully.
2026-07-24 23:23:26,042 | INFO | Dataset validation successful.
2026-07-24 23:23:26,043 | INFO | CSV file loaded successfully.
2026-07-24 23:26:46,105 | INFO | Dataset validation successful.
2026-07-24 23:26:46,107 | INFO | CSV file loaded successfully.
2026-07-24 23:26:51,124 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,124 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,125 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,125 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,125 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,125 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,125 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,126 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,126 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,126 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,126 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,127 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,127 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,127 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,127 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,127 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,128 | INFO | Text preprocessing completed.
2026-07-24 23:26:51,129 | INFO | DataFrame preprocessing completed.
2026-07-24 23:26:51,158 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,158 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,158 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,159 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,160 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,160 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,160 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,160 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,160 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,160 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,160 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,161 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,161 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,161 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,161 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,161 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,161 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,161 | INFO | Text tokenized successfully.
2026-07-24 23:26:51,162 | INFO | DataFrame tokenization completed.
2026-07-24 23:37:21,627 | INFO | Dataset validation successful.
2026-07-24 23:37:21,628 | INFO | CSV file loaded successfully.
2026-07-24 23:37:27,300 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,301 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,302 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,302 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,302 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,302 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,303 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,303 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,303 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,304 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,304 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,304 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,304 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,304 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,305 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,305 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,305 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,305 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,305 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,305 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,306 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,306 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,306 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,306 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,306 | INFO | Text preprocessing completed.
2026-07-24 23:37:27,307 | INFO | DataFrame preprocessing completed.
2026-07-24 23:37:27,327 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,327 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,327 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,327 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,327 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,327 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,328 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,329 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,330 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,330 | INFO | Text tokenized successfully.
2026-07-24 23:37:27,330 | INFO | DataFrame tokenization completed.
2026-07-24 23:39:52,115 | INFO | Dataset validation successful.
2026-07-24 23:39:52,116 | INFO | CSV file loaded successfully.
2026-07-24 23:39:56,511 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,512 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,512 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,512 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,513 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,513 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,513 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,514 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,515 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,516 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,516 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,517 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,517 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,518 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,519 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,519 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,520 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,521 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,521 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,522 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,522 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,523 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,523 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,524 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,524 | INFO | Text preprocessing completed.
2026-07-24 23:39:56,526 | INFO | DataFrame preprocessing completed.
2026-07-24 23:39:56,547 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,548 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,548 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,548 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,549 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,549 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,550 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,550 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,551 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,551 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,551 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,552 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,552 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,552 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,552 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,552 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,553 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,553 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,553 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,553 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,553 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,553 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,554 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,554 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,554 | INFO | Text tokenized successfully.
2026-07-24 23:39:56,554 | INFO | DataFrame tokenization completed.
2026-07-24 23:42:50,472 | INFO | Dataset validation successful.
2026-07-24 23:42:50,474 | INFO | CSV file loaded successfully.
2026-07-24 23:42:55,616 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,617 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,618 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,618 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,618 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,618 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,619 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,619 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,619 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,619 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,620 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,620 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,620 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,620 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,621 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,621 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,621 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,621 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,622 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,622 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,622 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,622 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,623 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,623 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,623 | INFO | Text preprocessing completed.
2026-07-24 23:42:55,624 | INFO | DataFrame preprocessing completed.
2026-07-24 23:42:55,646 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,647 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,647 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,647 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,648 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,648 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,648 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,648 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,649 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,649 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,649 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,649 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,650 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,650 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,650 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,650 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,650 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,650 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,651 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,651 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,651 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,651 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,651 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,652 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,652 | INFO | Text tokenized successfully.
2026-07-24 23:42:55,652 | INFO | DataFrame tokenization completed.
2026-07-24 23:42:55,701 | INFO | Keyword extraction completed.
2026-07-24 23:42:55,727 | INFO | News classification model trained successfully.
2026-07-24 23:42:55,737 | INFO | News classification completed.
2026-07-24 23:42:55,755 | INFO | Sentiment analysis completed.
2026-07-24 23:43:09,322 | INFO | Category chart generated.
2026-07-24 23:43:09,395 | INFO | Sentiment chart generated.
2026-07-24 23:43:16,109 | INFO | Category chart generated.
2026-07-24 23:43:16,178 | INFO | Sentiment chart generated.
2026-07-24 23:43:16,589 | INFO | Word cloud generated.
2026-07-24 23:43:19,938 | INFO | Category chart generated.
2026-07-24 23:43:20,003 | INFO | Sentiment chart generated.
2026-07-24 23:43:20,419 | INFO | Word cloud generated.
2026-07-24 23:43:23,267 | INFO | Category chart generated.
2026-07-24 23:43:23,334 | INFO | Sentiment chart generated.
2026-07-24 23:43:23,758 | INFO | Word cloud generated.
2026-07-24 23:43:31,272 | INFO | Category chart generated.
2026-07-24 23:43:31,340 | INFO | Sentiment chart generated.
2026-07-24 23:43:31,756 | INFO | Word cloud generated.
2026-07-24 23:43:42,026 | INFO | Word cloud generated.
2026-07-24 23:47:11,101 | INFO | Dataset validation successful.
2026-07-24 23:47:11,101 | INFO | CSV file loaded successfully.
2026-07-24 23:47:12,571 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,572 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,573 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,573 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,574 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,574 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,574 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,575 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,575 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,575 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,575 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,576 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,576 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,576 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,577 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,577 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,577 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,579 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,579 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,580 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,580 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,581 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,581 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,582 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,583 | INFO | Text preprocessing completed.
2026-07-24 23:47:12,584 | INFO | DataFrame preprocessing completed.
2026-07-24 23:47:12,607 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,607 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,608 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,608 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,608 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,608 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,609 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,609 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,609 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,609 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,610 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,610 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,610 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,610 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,611 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,612 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,612 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,612 | INFO | Text tokenized successfully.
2026-07-24 23:47:12,612 | INFO | DataFrame tokenization completed.
2026-07-24 23:47:12,613 | INFO | Word frequency calculated.
2026-07-24 23:47:12,640 | INFO | Keyword extraction completed.
2026-07-24 23:47:12,658 | INFO | News classification model trained successfully.
2026-07-24 23:47:12,672 | INFO | News classification completed.
2026-07-24 23:47:12,691 | INFO | Sentiment analysis completed.
2026-07-24 23:47:12,692 | INFO | Keyword trends generated.
2026-07-24 23:47:12,693 | INFO | Category trends generated.
2026-07-24 23:47:12,693 | INFO | Sentiment trends generated.
2026-07-24 23:47:12,694 | INFO | Daily news trends generated.
2026-07-24 23:47:12,694 | INFO | Overall trend summary created.
2026-07-24 23:47:12,911 | INFO | Category chart generated.
2026-07-24 23:47:13,003 | INFO | Sentiment chart generated.
2026-07-24 23:47:13,166 | INFO | Daily trend chart generated.
2026-07-24 23:48:13,097 | INFO | Word cloud generated.
2026-07-24 23:48:13,101 | INFO | Report generated successfully.
2026-07-24 23:48:13,119 | INFO | Data saved to data/processed_news.csv
2026-07-25 10:01:34,106 | INFO | Dataset validation successful.
2026-07-25 10:01:34,107 | INFO | CSV file loaded successfully.
2026-07-25 10:01:35,819 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,820 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,820 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,820 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,821 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,821 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,822 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,822 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,822 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,823 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,823 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,824 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,824 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,825 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,826 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,826 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,827 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,828 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,831 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,831 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,832 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,832 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,833 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,833 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,834 | INFO | Text preprocessing completed.
2026-07-25 10:01:35,877 | INFO | DataFrame preprocessing completed.
2026-07-25 10:01:35,919 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,920 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,921 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,921 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,922 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,923 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,923 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,924 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,924 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,924 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,925 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,925 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,925 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,925 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,926 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,926 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,926 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,927 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,927 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,927 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,927 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,927 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,928 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,928 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,929 | INFO | Text tokenized successfully.
2026-07-25 10:01:35,930 | INFO | DataFrame tokenization completed.
2026-07-25 10:01:35,930 | INFO | Word frequency calculated.
2026-07-25 10:01:35,994 | INFO | Keyword extraction completed.
2026-07-25 10:01:36,038 | INFO | News classification model trained successfully.
2026-07-25 10:01:36,056 | INFO | News classification completed.
2026-07-25 10:01:36,092 | INFO | Sentiment analysis completed.
2026-07-25 10:01:36,098 | INFO | Keyword trends generated.
2026-07-25 10:01:36,099 | INFO | Category trends generated.
2026-07-25 10:01:36,100 | INFO | Sentiment trends generated.
2026-07-25 10:01:36,101 | INFO | Daily news trends generated.
2026-07-25 10:01:36,101 | INFO | Overall trend summary created.
2026-07-25 10:01:36,549 | INFO | Category chart generated.
2026-07-25 10:01:36,686 | INFO | Sentiment chart generated.
2026-07-25 10:01:36,931 | INFO | Daily trend chart generated.
2026-07-25 10:01:48,042 | INFO | Word cloud generated.
2026-07-25 10:01:48,044 | INFO | Report generated successfully.
2026-07-25 10:01:48,051 | INFO | Data saved to data/processed_news.csv
2026-07-25 10:43:34,410 | INFO | Dataset validation successful.
2026-07-25 10:43:34,410 | INFO | CSV file loaded successfully.
2026-07-25 10:43:41,099 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,099 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,099 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,099 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,100 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,100 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,100 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,100 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,100 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,101 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,101 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,101 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,101 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,101 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,102 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,102 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,102 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,102 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,102 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,102 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,102 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,103 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,103 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,103 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,103 | INFO | Text preprocessing completed.
2026-07-25 10:43:41,104 | INFO | DataFrame preprocessing completed.
2026-07-25 10:43:41,128 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,128 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,128 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,128 | INFO | Text tokenized successfully.
